"Identifier"	"Class"	"Order"	"Family"	"Genus"	"Species"	"Synonym"	"GSD_type"	"Sex_chromosome_karyotype"	"Size_difference"	"Larger_chromosome"	"Size_note"	"GSD_note"	"GSD_reference"	"TSD_type"	"TSD_type_detailed"	"Low_temperature_sex"	"Low_temperature_threshold"	"Intermediate_temperature_sex"	"High_temperature_sex"	"High_temperature_threshold"	"Thermal_sex_reversal_proven"	"TSD_note"	"TSD_reference"	"Sex_reversal_in_nature"	"Sex_reversal_reference"	"Polyploid"	"Polyploid_reference"	"Other_note"	"GSD_info_curated_by"	"TSD_info_curated_by"	"Taxonomy_reference"
"hsdA1.838"	"Reptilia"	"Testudines"	"Kinosternidae"	"Kinosternon"	"Kinosternon alamosae"									"MF ?"	"M?-F?"	"male?"		"even?"	"female?"			"6 temperatures (22.5-30 degrees Celsius) were tested with very small sample sizes (2-7)"	"[80]"							"VB, ROSIE, Tree of Sex database"	"[383]"
"hsdA1.839"	"Reptilia"	"Testudines"	"Kinosternidae"	"Kinosternon"	"Kinosternon baurii"									"FMF ?"	"F?-M-F"	"female?"	"21.5"	"male"	"female"	"28"		"thresholds differ between 2 populations, only one of them shows female bias (marginally significant) at low temperature (even sex ratios at 22.5  degrees Celsius in both populations)"	"[80]"							"EN, VB, ROSIE, Tree of Sex database"	"[383]"
"hsdA1.840"	"Reptilia"	"Testudines"	"Kinosternidae"	"Kinosternon"	"Kinosternon creaseri"									"FMF ?"	"F-E-F"	"female"		"even?"	"female"			"Sample sizes too low; 64.2% males at 26 degrees Celsius did not differ significantly from 1:1 (14:9)"	"[80]"							"EN, VB, ROSIE, Tree of Sex database"	"[383]"
"hsdA1.841"	"Reptilia"	"Testudines"	"Kinosternidae"	"Kinosternon"	"Kinosternon flavescens"									"MF"	"M-F"	"male"	"28"		"female"	"29"			"[187]"							"EN, VB, ROSIE, Tree of Sex database"	"[383]"
"hsdA1.842"	"Reptilia"	"Testudines"	"Kinosternidae"	"Kinosternon"	"Kinosternon hirtipes"									"MF ?"	"M?-F?"	"male?"	"27"		"female?"	"30"		"Minimum temperature studied was 22.5 degrees Celsius, this produced 100% males, but sample size was very low (n=6-9/treatment)."	"[80]"							"EN, VB, ROSIE, Tree of Sex database"	"[383]"
"hsdA1.843"	"Reptilia"	"Testudines"	"Kinosternidae"	"Kinosternon"	"Kinosternon leucostomum"									"FMF ?"	"F?-M-F"	"female?"	"22.5?"	"male"	"female"	"29"		"Very small samples <25 degrees Celsius (1m:2f at 24 degrees Celsius, 1m:6f + 1 intersex at 22.5 degrees Celsius). Could be FMF, EMF, or MF."	"[187]"							"EN, VB, ROSIE, Tree of Sex database"	"[383]"
"hsdA1.844"	"Reptilia"	"Testudines"	"Kinosternidae"	"Kinosternon"	"Kinosternon scorpioides"									"FMF ?"	"F?-M-F"	"female?"	"22.5?"	"male"	"female"	"28"		"Contradictory results at 22.5 degrees Celsius: either female bias or even sex ratio. Could be FMF or EMF."	"[187]"							"EN, VB, ROSIE, Tree of Sex database"	"[383]"
"hsdA1.845"	"Reptilia"	"Testudines"	"Kinosternidae"	"Kinosternon"	"Kinosternon sonoriense"									"MF"	"M-F"	"male"	"27"		"female"	"29"		"Minimum temperature studied was 22.5 degrees Celsius, this produced obvious male excess."	"[80]"							"EN, VB, ROSIE, Tree of Sex database"	"[383]"
"hsdA1.846"	"Reptilia"	"Testudines"	"Kinosternidae"	"Kinosternon"	"Kinosternon stejnegeri"	"Kinosternon arizonense"								"FMF"	"F-M-F"	"female"	"26"	"male"	"female"	"30?"		"Small sample sizes at high temperatures (31-32 degrees Celsius)."	"[187]"							"EN, VB, ROSIE, Tree of Sex database"	"[383]"
"hsdA1.847"	"Reptilia"	"Testudines"	"Kinosternidae"	"Kinosternon"	"Kinosternon subrubrum"									"FMF ?"	"F?-M-F"	"female/male"	"22.5"	"male"	"female"	"29"		"Subspecies subrubrum appears MF (Ia), subspecies hippocrepis appears FMF (II)."	"[187]"							"EN, VB, ROSIE, Tree of Sex database"	"[383]"
"hsdA1.848"	"Reptilia"	"Testudines"	"Kinosternidae"	"Staurotypus"	"Staurotypus salvinii"		"XX/XY"	"identified"					"[79]"	"TSD uncertain"	"TSD uncertain"							"Temperature effect on sex ratios was N.S. and controversial, possibly stemming from temperature changes during the experiment and small sample size."	"[79]"						"Tree of Sex database"	"EN, VB"	"[383]"
"hsdA1.849"	"Reptilia"	"Testudines"	"Kinosternidae"	"Staurotypus"	"Staurotypus triporcatus"		"XX/XY"	"identified"					"[79]"																"Tree of Sex database"		"[383]"
"hsdA1.850"	"Reptilia"	"Testudines"	"Kinosternidae"	"Sternotherus"	"Sternotherus carinatus"									"FMF"	"F-M-F"	"female"		"male"	"female"	"29"		"Sample sizes were too small for identifying lower threshold."	"[80]"							"EN, VB, ROSIE, Tree of Sex database"	"[383]"
"hsdA1.851"	"Reptilia"	"Testudines"	"Kinosternidae"	"Sternotherus"	"Sternotherus minor"									"FMF"	"F-M-F"	"female"	"24"	"male"	"female"	"27"			"[80]"							"EN, VB, ROSIE, Tree of Sex database"	"[383]"
"hsdA1.852"	"Reptilia"	"Testudines"	"Kinosternidae"	"Sternotherus"	"Sternotherus odoratus"									"FMF"	"F-M-F"	"female"	"24"	"male"	"female"	"27"			"[187]"							"EN, VB, ROSIE, Tree of Sex database"	"[383]"
"hsdA1.853"	"Reptilia"	"Testudines"	"Pelomedusidae"	"Pelomedusa"	"Pelomedusa subrufa"									"FMF"	"F-M-F"	"female"	"29"	"male"	"female"	"33"			"[80]"							"EN, VB, ROSIE, Tree of Sex database"	"[383]"
"hsdA1.854"	"Reptilia"	"Testudines"	"Pelomedusidae"	"Pelusios"	"Pelusios broadleyi"									"TSD uncertain"	"TSD uncertain"							"FMF pattern is suggested but sample sizes unavailable, source is personal communication cited in ROSIE"	"[187]"							"VB, ROSIE"	"[383]"
"hsdA1.855"	"Reptilia"	"Testudines"	"Pelomedusidae"	"Pelusios"	"Pelusios castaneus"									"FMF ?"	"F-M-F?"	"female"	"27?"	"male"	"female?"	"33?"		"Small sample sizes and only 4 temperatures. All-females at high temperature (33 degrees Celsius) is only supported by n=5 sample."	"[79]"							"EN, VB, ROSIE, Tree of Sex database"	"[383]"
"hsdA1.856"	"Reptilia"	"Testudines"	"Podocnemididae"	"Peltocephalus"	"Peltocephalus dumerilianus"									"TSD uncertain"	"TSD uncertain"							"the only info available is that a single temperature yielded male-biased sex ratio"	"[58]"							"VB, ROSIE"	"[383]"
"hsdA1.857"	"Reptilia"	"Testudines"	"Podocnemididae"	"Podocnemis"	"Podocnemis erythrocephala"									"MF ?"	"M-E"	"male"		"even"				"only 2 temperatures; at 27.5 degrees Celsius 25m:0f, at 29.8 degrees Celsius 11m:19f"	"[187]"							"VB, ROSIE, Tree of Sex database"	"[383]"
"hsdA1.858"	"Reptilia"	"Testudines"	"Podocnemididae"	"Podocnemis"	"Podocnemis expansa"									"MF"	"M-F"	"male"	"31"	"even"	"female"	"34.5"			"[187]"							"VB, ROSIE, Tree of Sex database"	"[383]"
"hsdA1.859"	"Reptilia"	"Testudines"	"Podocnemididae"	"Podocnemis"	"Podocnemis lewyana"									"MF"	"M-F"	"male"	"32"	"even"	"female"	"34.5"		"thresholds averaged for 2 populations from Gallego-Garcia & Paez (2016) http://dx.doi.org/10.1670/14-139"	"[187]"							"VB, ROSIE, Tree of Sex database"	"[383]"
"hsdA1.860"	"Reptilia"	"Testudines"	"Podocnemididae"	"Podocnemis"	"Podocnemis sextuberculata"									"MF"	"M-F"	"male"	"31.9?"		"female"	"32?"			"[187]"							"VB, ROSIE, Tree of Sex database"	"[383]"
"hsdA1.861"	"Reptilia"	"Testudines"	"Podocnemididae"	"Podocnemis"	"Podocnemis unifilis"									"MF"	"M-F"	"male"	"29"	"even"	"female"	"33"			"[187]"							"VB, ROSIE, Tree of Sex database"	"[383]"
"hsdA1.862"	"Reptilia"	"Testudines"	"Testudinidae"	"Aldabrachelys"	"Aldabrachelys gigantea"	"Aldabrachelys dussumieri; Geochelone gigantea"								"TSD uncertain"	"TSD uncertain"							"A single temperature range (ca. 30 degrees Celsius) in captive breeding program produces female bias (21%). No other info; the source cited in Tree of Sex seems erroneous. "	"[187]"							"VB, ROSIE, Tree of Sex database"	"[383]"
"hsdA1.863"	"Reptilia"	"Testudines"	"Testudinidae"	"Astrochelys"	"Astrochelys radiata"									"TSD uncertain"	"TSD uncertain"							"92% females at 28.9 degrees Celsius and all females at 30 degrees Celsius"	"[189]"							"VB, ROSIE"	"[383]"
"hsdA1.864"	"Reptilia"	"Testudines"	"Testudinidae"	"Centrochelys"	"Centrochelys sulcata"	"Geochelone sulcata"								"MF"	"M-F"	"male"	"30.5"		"female?"	"31.5"			"[208]"							"VB, ROSIE"	"[383]"
"hsdA1.865"	"Reptilia"	"Testudines"	"Testudinidae"	"Chelonoidis"	"Chelonoidis carbonarius"									"MF"	"M-F"	"male"	"24.3"	"even"	"female"	"27.9"		"N=7-10 / temperature"	"[94], [135]"							"VB, ROSIE"	"[383]"
"hsdA1.866"	"Reptilia"	"Testudines"	"Testudinidae"	"Chelonoidis"	"Chelonoidis niger"	"Geochelone elephantopus; Chelonoidis hoodensis"								"MF"	"M-F"	"male"	"25.5"		"female"	"29.5"		"only 2 temperatures tested"	"[187]"							"VB, ROSIE, Tree of Sex database"	"[383]"
"hsdA1.867"	"Reptilia"	"Testudines"	"Testudinidae"	"Geochelone"	"Geochelone elegans"									"MF ?"	"M?-F?"	"male?"	"30.5?"		"female?"	"31"		"only breeder information available: https://startortoises.net/incubation.html"	"[187]"							"VB, ROSIE"	"[383]"
"hsdA1.868"	"Reptilia"	"Testudines"	"Testudinidae"	"Geochelone"	"Geochelone platynota"									"MF ?"	"M?-F?"	"male?"	"30.5?"		"female?"	"31"		"only breeder information available: https://startortoises.net/incubation.html"	"[187]"							"VB, ROSIE"	"[383]"
"hsdA1.869"	"Reptilia"	"Testudines"	"Testudinidae"	"Gopherus"	"Gopherus agassizii"									"MF"	"M-F"	"male"	"30.6"	"even"	"female"	"32.8"			"[187]"							"VB, ROSIE, Tree of Sex database"	"[383]"
"hsdA1.870"	"Reptilia"	"Testudines"	"Testudinidae"	"Gopherus"	"Gopherus polyphemus"									"MF"	"M-F"	"male"	"28?"	"even"	"female"	"31"			"[187]"							"VB, ROSIE, Tree of Sex database"	"[383]"
"hsdA1.871"	"Reptilia"	"Testudines"	"Testudinidae"	"Malacochersus"	"Malacochersus tornieri"									"MF"	"M-F"	"male"	"29?"	"even?"	"female"	"32?"		"small sample sizes (5-13/temperature) across 5 temperatures, significant bias at 29 and 32  degrees Celsius"	"[81]"							"VB, ROSIE, Tree of Sex database"	"[383]"
"hsdA1.872"	"Reptilia"	"Testudines"	"Testudinidae"	"Manouria"	"Manouria emys"	"Manouria emys emys"								"MF ?"	"M?-F?"	"male?"	"27.18?"		"female?"	"28.89?"		"extremely small sample sizes (3-5/temperature)"	"[77]"							"VB, ROSIE"	"[383]"
"hsdA1.873"	"Reptilia"	"Testudines"	"Testudinidae"	"Pyxis"	"Pyxis planicauda"									"MF ?"	"M?-F?"	"male?"			"female?"			"breeding program appears to show MF pattern, but sample sizes are very small and thresholds cannot be estimated"	"[187]"							"VB, ROSIE"	"[383]"
"hsdA1.874"	"Reptilia"	"Testudines"	"Testudinidae"	"Stigmochelys"	"Stigmochelys pardalis"									"TSD uncertain"	"TSD uncertain"							"breeding program produced female bias at 29.4 degrees Celsius but the rest of the data are unclear & inaccessible"	"[187]"							"VB, ROSIE"	"[383]"
"hsdA1.875"	"Reptilia"	"Testudines"	"Testudinidae"	"Testudo"	"Testudo graeca"									"MF"	"M-F"	"male"	"30"		"female"	"31.5"			"[187]"							"VB, ROSIE, Tree of Sex database"	"[383]"
"hsdA1.876"	"Reptilia"	"Testudines"	"Testudinidae"	"Testudo"	"Testudo hermanni"	"Eurotestudo hermanni boettgeri"								"MF"	"M-F"	"male"	"31"	"even"	"female"	"32"			"[187]"							"VB, ROSIE, Tree of Sex database"	"[383]"
"hsdA1.877"	"Reptilia"	"Testudines"	"Trionychidae"	"Amyda"	"Amyda cartilaginea"		"ZW/ZZ"					"based on relative gene dosage"	"[305]"																"EN"		"[383]"
"hsdA1.878"	"Reptilia"	"Testudines"	"Trionychidae"	"Apalone"	"Apalone ferox"		"ZW/ZZ"					"based on suspected Z-specific genes identified by genome sequencing"	"[300]"																"EN"		"[383]"
"hsdA1.879"	"Reptilia"	"Testudines"	"Trionychidae"	"Apalone"	"Apalone spinifera"		"ZW/ZZ"	"identified"	"yes"	"W"		"microchromosomes"	"[12], [211], [305]"			"even"		"even"	"even"			"No significant effect of temperature between 23-33 degrees Celsius. Some female bias was reported at both low and high temperatures."	"[97]"						"VB, EN"	"EN, VB"	"[383]"
"hsdA1.880"	"Reptilia"	"Testudines"	"Trionychidae"	"Chitra"	"Chitra chitra"									"TSD uncertain"	"TSD uncertain"							"male bias in captive-bred juveniles that died during rearing"	"[188]"							"VB, ROSIE"	"[383]"
"hsdA1.881"	"Reptilia"	"Testudines"	"Trionychidae"	"Chitra"	"Chitra indica"		"ZW/ZZ"					"based on relative gene dosage"	"[305]"																"EN"		"[383]"
"hsdA1.882"	"Reptilia"	"Testudines"	"Trionychidae"	"Lissemys"	"Lissemys ceylonensis"		"ZW/ZZ"					"based on relative gene dosage"	"[305]"																"EN"		"[383]"
"hsdA1.883"	"Reptilia"	"Testudines"	"Trionychidae"	"Lissemys"	"Lissemys punctata"	"Lissemys punctata punctata; Lissemys punctata andersoni; Lissemys punctata vittata"	"ZW/ZZ"					"based on relative gene dosage; all 3 supbspecies (Lissemys punctata punctata; Lissemys punctata andersoni; Lissemys punctata vittata) are female heterogametic"	"[305]"																"EN"		"[383]"
"hsdA1.884"	"Reptilia"	"Testudines"	"Trionychidae"	"Lissemys"	"Lissemys scutata"		"ZW/ZZ"					"based on relative gene dosage"	"[305]"																"EN"		"[383]"
"hsdA1.885"	"Reptilia"	"Testudines"	"Trionychidae"	"Nilssonia"	"Nilssonia gangetica"	"Nilsonia gangeticus"	"ZW/ZZ"					"based on relative gene dosage"	"[305]"																"EN"		"[383]"
"hsdA1.886"	"Reptilia"	"Testudines"	"Trionychidae"	"Nilssonia"	"Nilssonia hurum"		"ZW/ZZ"					"based on relative gene dosage"	"[305]"																"EN"		"[383]"
"hsdA1.887"	"Reptilia"	"Testudines"	"Trionychidae"	"Nilssonia"	"Nilssonia nigricans"		"ZW/ZZ"					"based on relative gene dosage"	"[305]"																"EN"		"[383]"
"hsdA1.888"	"Reptilia"	"Testudines"	"Trionychidae"	"Pelodiscus"	"Pelodiscus sinensis"		"ZW/ZZ"	"identified"	"yes"	"W"	"W is slightly larger"		"[163], [211], [241], [305]"									"some studies suggested TSD but it was ruled out across 6 populations"	"[241]"						"EN, Tree of Sex database"	"VB, ROSIE"	"[383]"
"hsdA1.889"	"Reptilia"	"Testudines"	"Trionychidae"	"Rafetus"	"Rafetus swinhoei"		"ZW/ZZ"					"Based on BGISEQ short reads, Nanopore long reads, and Hi‐C sequencing reads of one phenotypically female individual."	"[293]"																"EN"		"[383]"
